"NumeroBenevole","Civilite","Nom","Prenom","NomComplet","Email","Telephone","TelephoneMobile","Adresse1","Adresse2","NPA","Ville","DateNaissance","Langues","SituationPersonnelle","Formation","NotesGenerales","NotesInternes","Binome","Statut","DateEntree","Provenance","ProvenanceDetail","DisponibilitesPreferees","CentresInteret","Competences","RecevoirInvitations","ParticiperEvenements","DateCreation","DateDerniereMajProfil","RGPDConsentement","SourceID"
"BEN-01677","Madame","Michel","Marc","Michel Marc","marc.michel@mail.ch","410227761834","410784815495","Route de GenÃ¨ve 79","","1214","VERNIER","19/09/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","03/10/2024 18:12:28","2025-12-07 15:02:53","Oui","1677"
"BEN-01681","Madame","Garcia","Philippe","Garcia Philippe","philippe.garcia@contact.ch","410222676876","410781367067","Rue des Ecoles 82","","1218","GRAND-SACONNEX","04/01/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","09/10/2024 10:53:55","2025-12-07 15:02:53","Oui","1681"
"BEN-01682","Madame","David","Laurent","David Laurent","laurent.david@test.ch","410224457553","410797311331","Chemin de Bellevue 71","","1201","GENEVE","07/08/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","09/10/2024 11:28:13","2025-12-07 15:02:53","Oui","1682"
"BEN-01683","Madame","Bertrand","Julie","Bertrand Julie","julie.bertrand@email.ch","410222531725","410761641583","Avenue Victor Hugo 28","","1203","GENEVE","07/10/1959 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","09/10/2024 15:57:34","2025-12-07 15:02:53","Oui","1683"
"BEN-01684","Monsieur","Roux","Christine","Roux Christine","christine.roux@exemple.ch","410227357975","410782695072","Route de Meyrin 72","","1205","GENEVE","09/08/1976 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","09/10/2024 16:27:49","2025-12-07 15:02:53","Oui","1684"
"BEN-01685","Madame","Vincent","Sylvie","Vincent Sylvie","sylvie.vincent@mail.ch","410228469924","410767902277","Avenue du Lac 29","","1200","GENEVE","27/04/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","09/10/2024 16:35:46","2025-12-07 15:02:53","Oui","1685"
"BEN-01686","Monsieur","Fournier","Sandrine","Fournier Sandrine","sandrine.fournier@contact.ch","410222289147","410767428650","Route de Lausanne 75","","1208","GENEVE","23/08/1998 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","09/10/2024 16:48:07","2025-12-07 15:02:53","Oui","1686"
"BEN-01687","Madame","Morel","ValÃ©rie","Morel ValÃ©rie","valaerie.morel@test.ch","410228231669","410792718975","Avenue du Lac 3","","1218","GRAND-SACONNEX","22/05/1985 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","09/10/2024 16:56:27","2025-12-07 15:02:53","Oui","1687"
"BEN-01689","Madame","Girard","Michel","Girard Michel","michel.girard@email.ch","410223614974","410764939734","Rue des Ecoles 53","","1218","GRAND-SACONNEX","09/01/1985 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","15/10/2024 11:23:42","2025-12-07 15:02:53","Oui","1689"
"BEN-01690","Madame","AndrÃ©","Bernard","AndrÃ© Bernard","bernard.andrae@exemple.ch","410228286617","410768714625","Rue de la Mairie 71","","1214","VERNIER","02/09/1948 00:00:00","FranÃ§ais","","","","","","Ponctuel","17/10/2024 00:00:00","Services sociaux","","","","","Non","Oui","17/10/2024 10:21:42","2025-12-07 15:02:53","Oui","1690"
"BEN-01691","Monsieur","Mercier","Alain","Mercier Alain","alain.mercier@mail.ch","410229537513","410761124386","Route des Acacias 93","","1201","GENEVE","26/08/1953 00:00:00","FranÃ§ais","","","","","","Ponctuel","11/12/2024 00:00:00","Services sociaux","","","","","Non","Oui","29/10/2024 16:17:38","2025-12-07 15:02:53","Oui","1691"
"BEN-01692","Monsieur","Dupont","FranÃ§ois","Dupont FranÃ§ois","franacois.dupont@contact.ch","410224307752","410775196818","Chemin du Moulin 26","","1213","PETIT-LANCY","07/01/1979 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","29/10/2024 16:49:30","2025-12-07 15:02:53","Oui","1692"
"BEN-01693","Monsieur","Lambert","Thierry","Lambert Thierry","thierry.lambert@test.ch","410223886756","410774985776","Avenue des Champs 24","","1207","GENEVE","01/08/1973 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","12/11/2024 14:46:59","2025-12-07 15:02:53","Oui","1693"
"BEN-01694","Madame","Bonnet","Anne","Bonnet Anne","anne.bonnet@email.ch","410222335719","410783611829","Rue Jean JaurÃ¨s 23","","1208","GENEVE","15/05/1959 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","12/11/2024 15:04:45","2025-12-07 15:02:53","Oui","1694"
"BEN-01695","Monsieur","FranÃ§ois","Martine","FranÃ§ois Martine","martine.franacois@exemple.ch","410228468457","410773421764","Rue du Stade 48","","1214","VERNIER","01/01/1996 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","12/11/2024 15:17:03","2025-12-07 15:02:53","Oui","1695"
"BEN-01696","Madame","Martinez","FranÃ§oise","Martinez FranÃ§oise","franacoise.martinez@mail.ch","410221461881","410788002648","Rue du Parc 29","","1204","GENEVE","08/10/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","12/11/2024 15:21:38","2025-12-07 15:02:53","Oui","1696"
"BEN-01697","Madame","Legrand","Monique","Legrand Monique","monique.legrand@contact.ch","410225773420","410768578321","Chemin des Pins 8","","1203","GENEVE","06/09/1963 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","12/11/2024 15:31:56","2025-12-07 15:02:53","Oui","1697"
"BEN-01698","Madame","Garnier","Nicole","Garnier Nicole","nicole.garnier@test.ch","410223118851","410771855647","Chemin des Pins 55","","1200","GENEVE","03/02/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","12/11/2024 15:55:27","2025-12-07 15:02:53","Oui","1698"
"BEN-01699","Monsieur","Faure","Patrick","Faure Patrick","patrick.faure@email.ch","410225051524","410794049245","Chemin de la ForÃªt 49","","1201","GENEVE","28/11/1965 00:00:00","FranÃ§ais","","","","","","Ancien","","Genève Bénévolat","","","","","Non","Non","13/11/2024 10:40:02","2025-12-07 15:02:53","Oui","1699"
"BEN-01700","Monsieur","Rousseau","Daniel","Rousseau Daniel","daniel.rousseau@exemple.ch","410222525521","410772566629","Rue du Parc 71","","1207","GENEVE","07/08/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/11/2024 17:08:15","2025-12-07 15:02:53","Oui","1700"
"BEN-01701","Madame","Blanc","Christian","Blanc Christian","christian.blanc@mail.ch","410227533520","410761921784","Route de Lausanne 53","","1213","PETIT-LANCY","14/01/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/11/2024 17:29:27","2025-12-07 15:02:53","Oui","1701"
"BEN-01704","Madame","Guerin","Jacques","Guerin Jacques","jacques.guerin@contact.ch","410223544118","410799859446","Rue de la Paix 16","","1227","CAROUGE","20/06/1995 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","27/11/2024 09:39:43","2025-12-07 15:02:53","Oui","1704"
"BEN-01705","Monsieur","Muller","AndrÃ©","Muller AndrÃ©","andrae.muller@test.ch","410224183468","410789422053","Rue de la Mairie 49","","1214","VERNIER","28/03/1961 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/11/2024 10:16:44","2025-12-07 15:02:53","Oui","1705"
"BEN-01706","Monsieur","Henry","CÃ©line","Henry CÃ©line","caeline.henry@email.ch","410229633522","410767114572","Route de Ferney 39","","1207","GENEVE","27/06/1988 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/11/2024 10:20:07","2025-12-07 15:02:53","Oui","1706"
"BEN-01707","Madame","Roussel","StÃ©phanie","Roussel StÃ©phanie","staephanie.roussel@exemple.ch","410222108185","410764379169","Rue du Commerce 6","","1214","VERNIER","22/02/1969 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/11/2024 10:25:29","2025-12-07 15:02:53","Oui","1707"
"BEN-Français","","Nicolas","Corinne","Nicolas Corinne","corinne.nicolas@mail.ch","410229724281","410764839235","Route des Acacias 86","","1208","GENEVE","03/02/1955 00:00:00","FranÃ§ais","","","","","","Actif","","","","","","","Non","Non","Etudiant-e","2025-12-07 15:02:53","Oui","Français"
"BEN-01708","Monsieur","Perrin","Brigitte","Perrin Brigitte","brigitte.perrin@contact.ch","410228199330","410795623625","Avenue de la LibertÃ© 87","","1228","PLAN-LES-OUATES","04/08/1953 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/11/2024 10:28:29","2025-12-07 15:02:53","Oui","1708"
"BEN-01709","Monsieur","Meyer","Dominique","Meyer Dominique","dominique.meyer@test.ch","410222291544","410773025978","Avenue des Alpes 99","","1200","GENEVE","14/07/1950 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","27/11/2024 12:08:19","2025-12-07 15:02:53","Oui","1709"
"BEN-01711","Madame","Clement","Eric","Clement Eric","eric.clement@email.ch","410222657740","410769908850","Rue de la Paix 95","","1201","GENEVE","20/05/1989 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","02/12/2024 10:23:22","2025-12-07 15:02:53","Oui","1711"
"BEN-01713","Monsieur","Dufour","Pascal","Dufour Pascal","pascal.dufour@exemple.ch","410224534929","410795453649","Rue Jean JaurÃ¨s 51","","1202","GENEVE","21/01/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","16/09/2024 00:00:00","Autres","","","","","Non","Oui","09/12/2024 14:24:58","2025-12-07 15:02:53","Oui","1713"
"BEN-01717","Madame","Fontaine","Olivier","Fontaine Olivier","olivier.fontaine@mail.ch","410222767076","410774158431","Route de Lausanne 52","","1214","VERNIER","12/10/1984 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","10/12/2024 12:11:18","2025-12-07 15:02:53","Oui","1717"
"BEN-01723","Monsieur","Chevalier","Bruno","Chevalier Bruno","bruno.chevalier@contact.ch","410226705372","410792616761","Rue de la Gare 69","","1227","CAROUGE","27/06/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","18/12/2024 12:01:10","2025-12-07 15:02:53","Oui","1723"
"BEN-01724","Madame","Robin","Vincent","Robin Vincent","vincent.robin@test.ch","410225443952","410761045387","Route des Acacias 19","","1218","GRAND-SACONNEX","04/11/1940 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","18/12/2024 12:06:26","2025-12-07 15:02:53","Oui","1724"
"BEN-01725","Madame","Martin","AgnÃ¨s","Martin AgnÃ¨s","agnaes.martin@email.ch","410226274825","410797797873","Avenue des Alpes 66","","1205","GENEVE","05/04/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","18/12/2024 12:10:09","2025-12-07 15:02:53","Oui","1725"
"BEN-01726","Madame","Bernard","GeneviÃ¨ve","Bernard GeneviÃ¨ve","geneviaeve.bernard@exemple.ch","410221292278","410767162073","Chemin de la Colline 69","","1209","GENEVE","05/06/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","18/12/2024 12:17:29","2025-12-07 15:02:53","Oui","1726"
"BEN-01727","Madame","Dubois","VÃ©ronique","Dubois VÃ©ronique","vaeronique.dubois@mail.ch","410221788818","410779574933","Avenue du Lac 86","","1200","GENEVE","09/03/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","18/12/2024 12:27:16","2025-12-07 15:02:53","Oui","1727"
"BEN-01743","Madame","Thomas","Chantal","Thomas Chantal","chantal.thomas@contact.ch","410225736371","410767588193","Chemin des Vignes 7","","1201","GENEVE","04/03/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","22/01/2025 14:15:58","2025-12-07 15:02:53","Oui","1743"
"BEN-01744","Madame","Robert","Jacqueline","Robert Jacqueline","jacqueline.robert@test.ch","410222439370","410786413861","Chemin des Vignes 79","","1207","GENEVE","06/04/1945 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","23/01/2025 13:53:51","2025-12-07 15:02:53","Oui","1744"
"BEN-01745","Monsieur","Petit","Robert","Petit Robert","robert.petit@email.ch","410226668332","410799428742","Chemin des Pins 7","","1228","PLAN-LES-OUATES","11/03/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Non","27/01/2025 15:54:37","2025-12-07 15:02:53","Oui","1745"
"BEN-01760","Madame","Durand","RenÃ©","Durand RenÃ©","renae.durand@exemple.ch","410224029170","410796356856","Route de Meyrin 73","","1209","GENEVE","02/08/1963 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","04/02/2025 11:58:13","2025-12-07 15:02:53","Oui","1760"
"BEN-01761","Madame","Leroy","Georges","Leroy Georges","georges.leroy@mail.ch","410221176287","410768776362","Avenue Victor Hugo 85","","1200","GENEVE","28/12/1948 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","05/02/2025 10:48:16","2025-12-07 15:02:53","Oui","1761"
"BEN-01762","Madame","Moreau","Henri","Moreau Henri","henri.moreau@contact.ch","410227431730","410762062250","Route des Acacias 35","","1206","GENEVE","10/01/1963 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","05/02/2025 10:54:36","2025-12-07 15:02:53","Oui","1762"
"BEN-01763","Monsieur","Simon","Louis","Simon Louis","louis.simon@test.ch","410225903641","410775475575","Route de Ferney 85","","1217","MEYRIN","10/01/1963 00:00:00","FranÃ§ais","","","","","","Ponctuel","18/02/2025 00:00:00","Genève Bénévolat","","","","","Non","Oui","05/02/2025 11:26:19","2025-12-07 15:02:53","Oui","1763"
"BEN-01764","Madame","Laurent","Sophie","Laurent Sophie","sophie.laurent@email.ch","410224924577","410784158042","Chemin des Pins 88","","1217","MEYRIN","13/12/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","05/02/2025 11:51:40","2025-12-07 15:02:53","Oui","1764"
"BEN-01765","Madame","Lefebvre","Marie","Lefebvre Marie","marie.lefebvre@exemple.ch","410223841510","410766173841","Rue Jean JaurÃ¨s 62","","1200","GENEVE","06/02/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","05/02/2025 12:51:37","2025-12-07 15:02:53","Oui","1765"
"BEN-01766","Monsieur","Michel","Isabelle","Michel Isabelle","isabelle.michel@mail.ch","410224323898","410799181570","Route de Lausanne 73","","1208","GENEVE","15/04/1962 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","06/02/2025 14:20:55","2025-12-07 15:02:53","Oui","1766"
"BEN-01767","Madame","Garcia","Catherine","Garcia Catherine","catherine.garcia@contact.ch","410228159184","410791182575","Rue des Ecoles 10","","1214","VERNIER","11/08/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","06/02/2025 14:29:49","2025-12-07 15:02:53","Oui","1767"
"BEN-01768","Madame","David","Nathalie","David Nathalie","nathalie.david@test.ch","410227731550","410788851638","Rue de la Mairie 26","","1205","GENEVE","23/01/1983 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","06/02/2025 14:38:58","2025-12-07 15:02:53","Oui","1768"
"BEN-01769","Madame","Bertrand","Pierre","Bertrand Pierre","pierre.bertrand@email.ch","410224462735","410799019984","Rue des Acacias 26","","1208","GENEVE","27/02/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","06/02/2025 14:43:56","2025-12-07 15:02:53","Oui","1769"
"BEN-01770","Madame","Roux","Jean","Roux Jean","jean.roux@exemple.ch","410228518212","410773796013","Chemin de la Colline 39","","1201","GENEVE","13/04/1972 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","06/02/2025 14:52:54","2025-12-07 15:02:53","Oui","1770"
"BEN-01771","Madame","Vincent","Marc","Vincent Marc","marc.vincent@mail.ch","410223725129","410773791891","Avenue de la Source 70","","1204","GENEVE","18/11/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","06/02/2025 14:56:47","2025-12-07 15:02:53","Oui","1771"
"BEN-01773","Monsieur","Fournier","Philippe","Fournier Philippe","philippe.fournier@contact.ch","410225978320","410766448242","Route de GenÃ¨ve 43","","1228","PLAN-LES-OUATES","23/01/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Oui","06/02/2025 17:10:38","2025-12-07 15:02:53","Oui","1773"
"BEN-01774","Madame","Morel","Laurent","Morel Laurent","laurent.morel@test.ch","410226688325","410763845161","Avenue des Alpes 2","","1227","CAROUGE","06/06/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Oui","06/02/2025 17:16:39","2025-12-07 15:02:53","Oui","1774"
"BEN-01776","Madame","Girard","Julie","Girard Julie","julie.girard@email.ch","410228853953","410772233998","Avenue Victor Hugo 93","","1202","GENEVE","27/09/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/02/2025 15:56:05","2025-12-07 15:02:53","Oui","1776"
"BEN-01777","Madame","AndrÃ©","Christine","AndrÃ© Christine","christine.andrae@exemple.ch","410225598349","410783332934","Chemin du Moulin 72","","1207","GENEVE","08/10/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","19/02/2025 17:12:25","2025-12-07 15:02:53","Oui","1777"
"BEN-01778","Madame","Mercier","Sylvie","Mercier Sylvie","sylvie.mercier@mail.ch","410223516420","410762817280","Avenue de la Source 1","","1207","GENEVE","16/12/1945 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","19/02/2025 17:23:49","2025-12-07 15:02:53","Oui","1778"
"BEN-01787","Monsieur","Dupont","Sandrine","Dupont Sandrine","sandrine.dupont@contact.ch","410226475066","410787051443","Rue du Parc 92","","1208","GENEVE","26/10/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","19/03/2025 00:00:00","Site Lancy","","","","","Non","Oui","25/02/2025 13:07:06","2025-12-07 15:02:53","Oui","1787"
"BEN-01788","Madame","Lambert","ValÃ©rie","Lambert ValÃ©rie","valaerie.lambert@test.ch","410226366956","410773988072","Rue Jean JaurÃ¨s 79","","1201","GENEVE","24/03/1998 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","25/02/2025 13:12:39","2025-12-07 15:02:53","Oui","1788"
"BEN-01789","Monsieur","Bonnet","Michel","Bonnet Michel","michel.bonnet@email.ch","410222763278","410776366714","Rue de la Mairie 91","","1218","GRAND-SACONNEX","07/03/1989 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","25/02/2025 13:18:05","2025-12-07 15:02:53","Oui","1789"
